uid	pubdate	authors	title	fulljournalname	elocationid
38420810	2024 Feb 22	"Wang L, Liu X"	Multi-Omics Analysis of the Oncogenic Value of Pituitary Tumor-Transforming Gene 1 (PTTG1) in Human Cancers.	Frontiers in bioscience (Landmark edition)	doi: 10.31083/j.fbl2902087
38420804	2024 Feb 23	"Ding JJ, Wu J, Bian HL, Zong Y, Lu B, Ni L"	A Comprehensive Prognostic and Immune Infiltration Analysis of RBM4 in Pan-Cancer.	Frontiers in bioscience (Landmark edition)	doi: 10.31083/j.fbl2902089
38420162	2024 Mar	"Xie J, Deng X, Xie Y, Zhu H, Liu P, Deng W, Ning L, Tang Y, Sun Y, Tang H, Cai M, Xie X, Zou Y"	Multi-omics analysis of disulfidptosis regulators and therapeutic potential reveals glycogen synthase 1 as a disulfidptosis triggering target for triple-negative breast cancer.	MedComm	doi: 10.1002/mco2.502
38419344	2024	"Ding D, Zhong J, Xing Y, Hu Y, Ge X, Yao W"	Bioinformatics and Experimental Study Revealed LINC00982/ miR-183-5p/ABCA8 Axis Suppresses LUAD Progression.	Current cancer drug targets	doi: 10.2174/0115680096266700231107071222
38418183	2024 Feb 23	"Zhao N, Gong TY, Wei ZC, Cong J, Liu ZH, Chen HY"	[En1 promotes cell proliferation and migration via Hedgehog signaling pathway in esophageal squamous cell carcinoma].	Zhonghua zhong liu za zhi [Chinese journal of oncology]	doi: 10.3760/cma.j.cn112152-20231026-00257
38417544	2024 Apr 15	"Wu Z, Liu X, Xie F, Ma C, Lam EW, Kang N, Jin D, Yan J, Jin B"	Comprehensive pan-cancer analysis identifies the RNA-binding protein LRPPRC as a novel prognostic and immune biomarker.	Life sciences	doi: 10.1016/j.lfs.2024.122527
38412692	2024 Mar	"Liu Y, Huang S, Dong G, Hou C, Zhao Y, Zhang D"	Computational identification of DNA damage-relevant lncRNAs for predicting therapeutic efficacy and clinical outcomes in cancer.	Computers in biology and medicine	doi: 10.1016/j.compbiomed.2024.108107
38410236	2024 Jan 31	"Chen H, Xu F, Qin A, Guo S, Zhang G, Yu B, Zheng Q"	A pancancer analysis of histone deacetylase 3 in human tumors.	Translational cancer research	doi: 10.21037/tcr-23-1228
38409225	2024 Apr	"Montero JJ, Trozzo R, Sugden M, Öllinger R, Belka A, Zhigalova E, Waetzig P, Engleitner T, Schmidt-Supprian M, Saur D, Rad R"	Genome-scale pan-cancer interrogation of lncRNA dependencies using CasRx.	Nature methods	doi: 10.1038/s41592-024-02190-0
38404783	2024 Feb 29	"Jiang S, Yang S, Gao Z, Yin C, Zhang M, Wu Q, Li Y"	"An integrative pan-cancer bioinformatics analysis of MSRB1 and its association with tumor immune microenvironment, prognosis, and immunotherapy."	Heliyon	doi: 10.1016/j.heliyon.2024.e26090
38397931	2024 Jan 31	"Gan X, Zeng Y, Huang J, Chen X, Kang H, Huang S"	Tumor-Derived Sarcopenia Factors Are Diverse in Different Tumor Types: A Pan-Cancer Analysis.	Biomedicines	doi: 10.3390/biomedicines12020329
38397869	2024 Jan 24	"Xu B, Li M, Weng N, Zhou C, Chen Y, Wei J, Fu L"	Pan-Cancer Analysis Reveals Disulfidoptosis-Associated Genes as Promising Immunotherapeutic Targets: Insights Gained from Bulk Omics and Single-Cell Sequencing Validation.	Biomedicines	doi: 10.3390/biomedicines12020267
38396175	2024 Feb 23	"Cicirò Y, Ragusa D, Sala A"	Expression of the checkpoint kinase BUB1 is a predictor of response to cancer therapies.	Scientific reports	doi: 10.1038/s41598-024-55080-y
38396056	2024 Feb 23	"Ding Q, Lin F, Huang Z, Li Y, Cai S, Chen X, Liu H, Qiu S"	Non-coding RNA-related FCGBP downregulation in head and neck squamous cell carcinoma: a novel biomarker for predicting paclitaxel resistance and immunosuppressive microenvironment.	Scientific reports	doi: 10.1038/s41598-024-55210-6
38395184	2024 May	"Luo H, Wang Z"	Pan-cancer analysis reveals potential immunological and prognostic roles of COA6 in human cancers and preliminary exploration of COA6 in bladder cancer.	Cellular signalling	doi: 10.1016/j.cellsig.2024.111111
38385075	2024	"Li R, Yan L, Jiu J, Liu H, Li D, Li X, Zhang J, Li S, Fan Z, Lv Z, Zhu Y, Wang B"	PSME2 offers value as a biomarker of M1 macrophage infiltration in pan-cancer and inhibits osteosarcoma malignant phenotypes.	International journal of biological sciences	doi: 10.7150/ijbs.90226
38385005	2024	"Liu F, Ye J, Wang S, Li Y, Yang Y, Xiao J, Jiang A, Lu X, Zhu Y"	Identification and Verification of Novel Biomarkers Involving Rheumatoid Arthritis with Multimachine Learning Algorithms: An In Silicon and In Vivo Study.	Mediators of inflammation	doi: 10.1155/2024/3188216
38382691	2024 May	"Li S, Zhang Z, Li Z, Yang L, Liu J, Liu Y, Liu Y, Hou Y, Mei M, Huang Y"	CENPA promotes glutamine metabolism and tumor progression by up-regulating SLC38A1 in endometrial cancer.	Cellular signalling	doi: 10.1016/j.cellsig.2024.111110
38382106	2024 Feb 20	"Liu XS, Liu ZY, Zeng DB, Hu J, Chen XL, Gu JL, Gao Y, Pei ZJ"	Functional enrichment analysis reveals the involvement of DARS2 in multiple biological pathways and its potential as a therapeutic target in esophageal carcinoma.	Aging	doi: 10.18632/aging.205569
38380029	2024 Feb 29	"Zhang C, Shen Q, Gao M, Li J, Pang B"	The role of Cyclin Dependent Kinase Inhibitor 3 (CDKN3) in promoting human tumors: Literature review and pan-cancer analysis.	Heliyon	doi: 10.1016/j.heliyon.2024.e26061
38376289	2023 Oct 1	meed Y	Decoding the significant diagnostic and prognostic importance of maternal embryonic leucine zipper kinase in human cancers through deep integrative analyses.	Journal of cancer research and therapeutics	doi: 10.4103/jcrt.jcrt_1902_21
38375034	2024	"Hong Y, Lv Z, Xing Z, Xu H, Chand H, Wang J, Li Y"	Identification of molecular subtypes and diagnostic model in clear cell renal cell carcinoma based on collagen-related genes may predict the response of immunotherapy.	Frontiers in pharmacology	doi: 10.3389/fphar.2024.1325447
38370368	2024	"Cai D, Tian F, Wu M, Tu J, Wang Y"	UBE2C is a diagnosis and therapeutic biomarker involved in immune infiltration of cancers including lung adenocarcinoma.	Journal of Cancer	doi: 10.7150/jca.92473
38369783	2024 Jun 1	"Williams EA, Vegas I, El-Senduny FF, Zhang J, Mata DA, Hiemenz MC, Hughes SR, Sa BC, Kraft GP, Gorbatov N, Foley-Peres K, Sanchez EZ, Milikowski C, Williams KJ, Ross JS, Kurzrock R, Montgomery EA, Lombard DB, Kumar S"	"Pan-cancer Genomic Analysis of AXL Mutations Reveals a Novel, Recurrent, Functionally Activating AXL W451C Alteration Specific to Myxofibrosarcoma."	The American journal of surgical pathology	doi: 10.1097/PAS.0000000000002191
38369634	2024 Feb 18	"Zhang S, Wang Y, Zhang X, Wang M, Wu H, Tao Y, Fan W, Liu L, Wang B, Gao W"	ATP6AP1 as a potential prognostic biomarker in CRC by comprehensive analysis and verification.	Scientific reports	doi: 10.1038/s41598-024-54437-7
38369265	2024 May	"Yang W, Liu Z, Liu T"	"Pan-cancer analysis predicts CANT1 as a potential prognostic, immunologic biomarker."	Cellular signalling	doi: 10.1016/j.cellsig.2024.111107
38369264	2024 May	"Ma C, Zhao H, Sun Y, Ding W, Wang H, Li Y, Gu Z"	"Deciphering disulfidptosis: Uncovering a lncRNA-based signature for prognostic assessment, personalized immunotherapy, and therapeutic agent selection in lung adenocarcinoma patients."	Cellular signalling	doi: 10.1016/j.cellsig.2024.111105
38368674	2024 Apr 9	"Bai G, Mahati S, Tulahong A, Eli M, Mao R"	ZNF468 inhibits irradiation-induced G2/M cell cycle arrest and apoptosis by facilitating AURKA transcription in Esophageal Squamous Cell Carcinoma.	Biochemical and biophysical research communications	doi: 10.1016/j.bbrc.2024.149687
38357945	2024 Feb 14	"Yang GH, Ma XD, Wei XF, Liu RL, Wang C"	A Novel KIF4A-Related Model for Predicting Immunotherapy Response and Prognosis in Kidney Renal Clear Cell Carcinoma.	Combinatorial chemistry & high throughput screening	doi: 10.2174/0113862073296897240212114403
38357305	2024	"Cui Z, Zhai Z, Xie D, Wang L, Cheng F, Lou S, Zou F, Pan R, Chang S, Yao H, She J, Zhang Y, Yang X"	"From genomic spectrum of NTRK genes to adverse effects of its inhibitors, a comprehensive genome-based and real-world pharmacovigilance analysis."	Frontiers in pharmacology	doi: 10.3389/fphar.2024.1329409
38356719	2024	"Fei Q, Zhang X, Wang S, Shu G, Yin G"	A pan-cancer characterization of immune-related NFIL3 identifies potential predictive biomarker.	Journal of Cancer	doi: 10.7150/jca.88765
38352883	2024	"Li P, Wang S, Wan H, Huang Y, Yin K, Sun K, Jin H, Wang Z"	Construction of disulfidptosis-based immune response prediction model with artificial intelligence and validation of the pivotal grouping oncogene c-MET in regulating T cell exhaustion.	Frontiers in immunology	doi: 10.3389/fimmu.2024.1258475
38350726	2024 Feb 13	"Periasamy P, Joseph C, Campos A, Rajandran S, Batho C, Hudson JE, Sivakumaran H, Kore H, Datta K, Yeong J, Gowda H"	Regulation of non-canonical proteins from diverse origins through the nonsense-mediated mRNA decay pathway.	Proteomics	doi: 10.1002/pmic.202300361
38349866	2024 Feb 12	"Liu W, Pang Y, Yu X, Lu D, Yang Y, Meng F, Xu C, Yuan L, Nan Y"	Pan-cancer analysis of NUDT21 and its effect on the proliferation of human head and neck squamous cell carcinoma.	Aging	doi: 10.18632/aging.205539
38344942	2024 Feb 12	"Dar PA, Bhat BA, Mir MA, Chaudhari SY, Shah WA"	"Synthesis, biological profile and computational insights of new derivatives of benzo [B][1,4] diazepines as prospective anticancer agents for inhibiting the CDK-2 protein."	Journal of biomolecular structure & dynamics	doi: 10.1080/07391102.2024.2314270
38343446	2023	"Liu B, Lu LL, Yu L, Mei X, Liu J, Zheng JL, Zhou XL, Lin HY, Zhu XL, Li DL"	Overexpression of tousled-like kinase 2 predicts poor prognosis in HBV-related hepatocellular carcinoma patients after radical resection.	Frontiers in genetics	doi: 10.3389/fgene.2023.1326737
38343327	2024 Jan 22	"Zang Y, Ran X, Yuan J, Wu H, Wang Y, Li H, Teng H, Sun Z"	Genomic hallmarks and therapeutic targets of ribosome biogenesis in cancer.	Briefings in bioinformatics	doi: 10.1093/bib/bbae023
38342956	2024 Feb 12	"Wang B, Jiang J, Luo D, Wang X"	Pan-cancer analysis reveals potential immunological and prognostic roles of METTL7A in human cancers.	Scientific reports	doi: 10.1038/s41598-024-54255-x
38334307	2024 Feb 9	"Wang S, Zhang M, Li T, Chen X, Wu Q, Tian D, Granot Z, Xu H, Hao J, Zhang H"	A Comprehensively Prognostic and Immunological Analysis of PARP11 in Pan-cancer.	Journal of leukocyte biology	pii: qiae030. doi: 10.1093/jleuko/qiae030
38333620	2024	"Wang YP, Ma C, Yang XK, Zhang N, Sun ZG"	Pan-cancer and single-cell analysis reveal THRAP3 as a prognostic and immunological biomarker for multiple cancer types.	Frontiers in genetics	doi: 10.3389/fgene.2024.1277541
38331849	2024 Feb 9	"Van den Eynde A, Gehrcken L, Verhezen T, Lau HW, Hermans C, Lambrechts H, Flieswasser T, Quatannens D, Roex G, Zwaenepoel K, Marcq E, Joye P, Cardenas De La Hoz E, Deben C, Gasparini A, Montay-Gruel P, Le Compte M, Lion E, Lardon F, Van Laere S, Siozopoulou V, Campillo-Davo D, De Waele J, Pauwels P, Jacobs J, Smits E, Van Audenaerde JRM"	IL-15-secreting CAR natural killer cells directed toward the pan-cancer target CD70 eliminate both cancer cells and cancer-associated fibroblasts.	Journal of hematology & oncology	doi: 10.1186/s13045-024-01525-w
38329424	2024 Feb 7	"Xue X, Feng Q, Hong X, Lin Z, Luo Y, Li Y, Yao G, Wang N, Chen L"	Comprehensive analysis of ALG3 in pan-cancer and validation of ALG3 as an onco-immunological biomarker in breast cancer.	Aging	doi: 10.18632/aging.205483
38329122	2024 Feb 8	"Hirai T, Naito Y, Koyama S, Nakanishi Y, Masuhiro K, Izumi M, Kuge T, Naito M, Mizuno Y, Yamaguchi Y, Kang S, Yaga M, Futami Y, Nojima S, Nishide M, Morita T, Kato Y, Tsuda T, Takemoto N, Kinugasa-Katayama Y, Aoshi T, Villa JK, Yamashita K, Enokida T, Hoshi Y, Matsuura K, Tahara M, Takamatsu H, Takeda Y, Inohara H, Kumanogoh A"	Sema6D forward signaling impairs T cell activation and proliferation in head and neck cancer.	JCI insight	doi: 10.1172/jci.insight.166349
38327603	2023 Oct	"Wei Q, Zhou J, Wang X, Li Z, Chen X, Chen K, Jiang R"	Pan-cancer analysis of the prognostic and immunological role of nucleophosmin/nucleoplasmin 3 (NPM3) and its potential significance in lung adenocarcinoma.	Cancer pathogenesis and therapy	doi: 10.1016/j.cpt.2023.06.004
38326407	2024 Feb 7	"Chen B, Chen S, Wang X, Zhang J, Wang H, Li J, Zhang Z, Yu F, Kong W"	"A pan-cancer analysis uncovering the function of CRHBP in tumor immunity, prognosis and drug response: especially its function in LIHC."	Scientific reports	doi: 10.1038/s41598-024-52387-8
38322590	2024	"Shu J, Xia K, Luo H, Wang Y"	DARS-AS1: A Vital Oncogenic LncRNA Regulator with Potential for Cancer Prognosis and Therapy.	International journal of medical sciences	doi: 10.7150/ijms.90611
38322176	2024	"Sun Y, Han L, Sun D"	Comprehensive analysis of EML2 as a prognostic biomarker in colon cancer.	International journal of clinical and experimental pathology	
38321173	2024 Feb 6	"Ling ZN, Hong LL, Wu J, Ling ZQ"	Systematic pan-cancer analyses of the potential function of the Golgi scaffold protein PAQR3.	Scientific reports	doi: 10.1038/s41598-024-53489-z
38321088	2024 Feb 6	"Sheng G, Li F, Jin W, Wang K"	Pan-caner analysis identifies PSMA7 as a targets for amplification at 20q13.33 in tumorigenesis.	Scientific reports	doi: 10.1038/s41598-024-53585-0
38317990	2024 Feb 15	"Yang S, Huan R, Deng M, Luo T, Peng S, Xiong Y, Han G, Liu J, Zhang J, Tan Y"	Pan-cancer analysis revealed prognosis value and immunological relevance of RAMPs.	Heliyon	doi: 10.1016/j.heliyon.2024.e24849
38317154	2024 Feb 5	"Unger M, Kather JN"	A systematic analysis of deep learning in genomics and histopathology for precision oncology.	BMC medical genomics	doi: 10.1186/s12920-024-01796-9
38316615	2024 Feb 5	"Yang XY, Zheng XX, Zhai XJ, Tang T, Yu SC"	Spindle apparatus coiled-coil protein 1 (SPDL1) serves as a novel prognostic biomarker in triple-negative breast cancer.	Proteomics. Clinical applications	doi: 10.1002/prca.202300002
38316065	2024 Mar	"Zaun G, Borchert S, Metzenmacher M, Lueong S, Wiesweg M, Zaun Y, Pogorzelski M, Behrens F, Schildhaus HU, Virchow I, Kasper S, Schuler M, Theurer S, Liffers S"	Comprehensive biomarker diagnostics of unfavorable cancer of unknown primary to identify patients eligible for precision medical therapies.	"European journal of cancer (Oxford, England : 1990)"	doi: 10.1016/j.ejca.2024.113540
38315450	2024 Feb 2	"Zhu M, Wang X, Zhang Q, Xie C, Wang T, Shen K, Zhang L, Zhou X"	"Integrative analysis confirms TPX2 as a novel biomarker for clinical implication, tumor microenvironment, and immunotherapy response across human solid tumors."	Aging	doi: 10.18632/aging.205498
38314298	2024 Feb 15	"Ma N, Zhou T, Li C, Luo X, Chen S, Zhu XY, Chen XH, Liu H, Tian HY, Gao QJ, Zhao DW"	A pan-cancer analysis of the prognosis and immune infiltration of eEF1A2 and its potential function in thyroid carcinoma.	Heliyon	doi: 10.1016/j.heliyon.2024.e24455
38312840	2024	"Dong C, Guo Y, Yang Y, Ge X"	Comprehensive analysis of PSME3: from pan-cancer analysis to experimental validation.	Frontiers in immunology	doi: 10.3389/fimmu.2024.1295693
38312639	2024 Jan 30	"Shao L, Zhu Z, Jia X, Ma Y, Dong C"	A bioinformatic analysis found low expression and clinical significance of ATF4 in breast cancer.	Heliyon	doi: 10.1016/j.heliyon.2024.e24669
38310395	2024 Jan 17	"Hua H, Pan S, Diao H, Cao Y, Qian X, Zhang J"	Increased ACSL6 Expression Predicts a Favorable Prognosis in Triple-negative Breast Cancer.	Current medicinal chemistry	doi: 10.2174/0109298673278846231222103420
38310387	2024 Jan 8	"Guo Y, Zhang R, Xu H, Hong K, Cen K, Mai Y, Wu Z"	Pan-cancer Multi-omics Analysis Reveals HMGN1 as a Potential Prognostic and Immune Infiltration-associated Biomarker.	Current medicinal chemistry	doi: 10.2174/0109298673268718231122103638
38310198	2024 Feb 3	"Liang Y, Zhong G, Li Y, Ren M, Wang A, Ying M, Liu C, Guo Y, Zhang D"	Comprehensive Analysis and Experimental Validation of the Parkinson's Disease Lysosomal Gene ACP2 and Pan-cancer.	Biochemical genetics	doi: 10.1007/s10528-023-10652-x
38309569	2024 Mar	"Liang T, Chen H, Liu L, Zheng Y, Ma Z, Min L, Zhang J, Wu L, Ma J, Liu Z, Zhang Q, Luo K, Hu D, Ji T, Yu X"	Antibody Profiling of Pan-Cancer Viral Proteome Reveals Biomarkers for Nasopharyngeal Carcinoma Diagnosis and Prognosis.	Molecular & cellular proteomics : MCP	doi: 10.1016/j.mcpro.2024.100729
38305786	2024 Jan 31	"Yang J, Wu X, You J"	"Unveiling the potential of HSPA4: a comprehensive pan-cancer analysis of HSPA4 in diagnosis, prognosis, and immunotherapy."	Aging	doi: 10.18632/aging.205496
38305606	2024 Jan	"Wang QY, Liu YJ, Hu Y, Xiao H, Xia LL, Wu YG"	Prognostic and immune roles of UROC1 in human cancers: from mechanism exploration of NAFLD and HCC to pan-cancer analysis.	European review for medical and pharmacological sciences	doi: 10.26355/eurrev_202401_35059
38303608	2024 Feb	"Chen Y, Gao Z, Mohd-Ibrahim I, Yang H, Wu L, Fu Y, Deng Y"	"Pan-cancer analyses of bromodomain containing 9 as a novel therapeutic target reveals its diagnostic, prognostic potential and biological mechanism in human tumours."	Clinical and translational medicine	doi: 10.1002/ctm2.1543
38296907	2024 Jan 31	"Yin HZ, Zhang MC, Wu H"	Clinical and Immunological Significance of ANKRD52 in Pan-Cancer.	Biochemical genetics	doi: 10.1007/s10528-023-10645-w
38293978	2024 Jan 20	"Yao Y, Liu J, Zhou X, Liu Z, Qiu S, He Y, Zhou X"	[A pan-cancer analysis of TTC9A expression level and its correlation with prognosis and immune microenvironment].	Nan fang yi ke da xue xue bao = Journal of Southern Medical University	doi: 10.12122/j.issn.1673-4254.2024.01.09
38293430	2024 Jan 30	"Gui J, Yang L, Liu J, Li Y, Zou M, Sun C, Huang L, Zhu X, Huang K"	"Identifying the prognosis implication, immunotherapy response prediction value, and potential targeted compound inhibitors of integrin subunit α3 (ITGA3) in human cancers."	Heliyon	doi: 10.1016/j.heliyon.2024.e24236
38292838	2024 Jan 15	"Rong Y, Liu SH, Tang MZ, Wu ZH, Ma GR, Li XF, Cai H"	Analysis of the potential biological value of pyruvate dehydrogenase E1 subunit β in human cancer.	World journal of gastrointestinal oncology	doi: 10.4251/wjgo.v16.i1.144
38291366	2024 Jan 31	"Wang S, Wu X, Wu X, Cheng J, Chen Q, Qi Z"	Systematic analysis of the role of LDHs subtype in pan-cancer demonstrates the importance of LDHD in the prognosis of hepatocellular carcinoma patients.	BMC cancer	doi: 10.1186/s12885-024-11920-8
38290247	2024 Mar	"Wang T, Rao D, Fu C, Luo Y, Lu J, Liang H, Xia L, Huang W"	Pan-cancer analysis of ABCC1 as a potential prognostic and immunological biomarker.	Translational oncology	doi: 10.1016/j.tranon.2024.101882
38287908	2024 Apr	"Wu M, Xu X, Yang C, An Q, Zhang J, Zhao Z, Feng Y, Liang W, Fu Y, Zhang G, Jiang T"	Regulator of G protein signaling 1 is a potential target in gastric cancer and impacts tumor-associated macrophages.	Cancer science	doi: 10.1111/cas.16083
38287125	2024 Jan 29	"Zhang B, He L, Zhou C, Cheng X, Li Q, Tang Y, Li F, Huang T, Tu S"	A pancancer analysis of the clinical and genomic characteristics of multiple primary cancers.	Scientific reports	doi: 10.1038/s41598-024-52659-3
38281981	2024 Jan 29	"Sun D, Qian H, Li J, Xing P"	Targeting MDM2 in malignancies is a promising strategy for overcoming resistance to anticancer immunotherapy.	Journal of biomedical science	doi: 10.1186/s12929-024-01004-x
38281945	2024 Jan 29	"Li Y, Lou S, Zhang J, Zhao S, Lou G"	m(6)A methylation-mediated regulation of LncRNA MEG3 suppresses ovarian cancer progression through miR-885-5p and the VASH1 pathway.	Journal of translational medicine	doi: 10.1186/s12967-024-04929-x
38281198	2024 Jan 28	"Luo Y, Liu C, Yao Y, Tang X, Yin E, Lu Z, Sun N, He J"	A comprehensive pan-cancer analysis of prognostic value and potential clinical implications of FTH1 in cancer immunotherapy.	"Cancer immunology, immunotherapy : CII"	doi: 10.1007/s00262-023-03625-x
38281029	2024 Jan 27	"Liu J, Yang J, Pan Q, Wang X, Wang X, Chen H, Zheng X, Huang Q"	MDM4 was associated with poor prognosis and tumor-immune infiltration of cancers.	European journal of medical research	doi: 10.1186/s40001-024-01684-z
38280496	2024 Apr 20	"Yu D, Ma H, Li D, Tang H, Li W, Li M"	Identification of SLC12A8 as a valuable prognostic biomarker and immunotherapeutic target by comprehensive pan-cancer analysis.	Gene	doi: 10.1016/j.gene.2024.148211
38274096	2023	"Liu Y, Li X, Chen S, Zhu C, Shi Y, Dang S, Zhang W, Li W"	Pan-cancer analysis of SERPINE family genes as biomarkers of cancer prognosis and response to therapy.	Frontiers in molecular biosciences	doi: 10.3389/fmolb.2023.1277508
38265973	2024 Jan 23	"Niu C, Wen H, Wang S, Shu G, Wang M, Yi H, Guo K, Pan Q, Yin G"	Potential prognosis and immunotherapy predictor TFAP2A in pan-cancer.	Aging	doi: 10.18632/aging.205225
38263929	2024 Jan	"Chen Z, Ding C, Chen J, Zheng S, Li Q"	Pan-cancer analysis revealing the multidimensional expression and prognostic and immunologic roles of TGFB1 in cancer.	The Journal of international medical research	doi: 10.1177/03000605231221361
38261737	2024 Jan 22	"Qi J, Wu G, He M, Xu Y, Yang Z, Ding L, Wang Y, Zhang Z"	CDK16 as a potential prognostic biomarker correlated with an immunosuppressive tumor microenvironment and benefits in enhancing the effectiveness of immunotherapy in human cancers.	Aging	doi: 10.18632/aging.205465
38260566	2024 Jan 3	"Zhang N, Casasent TD, Casasent AK, Kumar SV, Wakefield C, Broom BM, Weinstein JN, Akbani R"	PCA-Plus: Enhanced principal component analysis with illustrative applications to batch effects and their quantitation.	bioRxiv : the preprint server for biology	pii: 2024.01.02.573793. doi: 10.1101/2024.01.02.573793
38260452	2024 Jan 12	"Cheng S, Li L, Yu X"	"PCTA, A PAN-CANCER CELL LINE TRANSCRIPTOME ATLAS."	bioRxiv : the preprint server for biology	pii: 2024.01.10.575087. doi: 10.1101/2024.01.10.575087
38260279	2024 Jan 5	"Shaw TI, Wagner J, Tian L, Wickman E, Poudel S, Wang J, Paul R, Koo SC, Lu M, Sheppard H, Fan Y, O'Neil F, Lau CC, Zhou X, Zhang J, Gottschalk S"	Discovery of immunotherapy targets for pediatric solid and brain tumors by exon-level expression.	Research square	pii: rs.3.rs-3821632. doi: 10.21203/rs.3.rs-3821632/v1
38254834	2024 Jan 13	"Zengin T, Masud BA, Önal-Süzek T"	TCGAnalyzeR: An Online Pan-Cancer Tool for Integrative Visualization of Molecular and Clinical Data of Cancer Patients for Cohort and Associated Gene Discovery.	Cancers	doi: 10.3390/cancers16020345
38251077	2024	"Mu S, Tian Q, Shen L"	NOP16 promotes hepatocellular carcinoma progression and triggers EMT through the Keap1-Nrf2 signaling pathway.	Technology and health care : official journal of the European Society for Engineering and Medicine	doi: 10.3233/THC-231256
38250074	2023	"Ye F, Wang L, Li Y, Dong C, Zhou L, Xu J"	IL4I1 in M2-like macrophage promotes glioma progression and is a promising target for immunotherapy.	Frontiers in immunology	doi: 10.3389/fimmu.2023.1338244
38245572	2024 Jan 20	"Wang Q, Wang X, Li J, Yin T, Wang Y, Cheng L"	PRKCSH serves as a potential immunological and prognostic biomarker in pan-cancer.	Scientific reports	doi: 10.1038/s41598-024-52153-w
38244710	2024 Apr	"Wang S, Yang J, Huang W, Yu Z, Mao Y, Feng Y, Chen J"	Identification of CERS5 as a molecular biomarker in pan-cancer through multiple omics integrative analysis.	Cellular signalling	doi: 10.1016/j.cellsig.2024.111054
38243719	2024 Feb 1	"Chen Z, Miao Y, Tan Z, Hu Q, Wu Y, Li X, Guo W, Gu J"	scCancer2: data-driven in-depth annotations of the tumor microenvironment at single-level resolution.	"Bioinformatics (Oxford, England)"	doi: 10.1093/bioinformatics/btae028
38243263	2024 Jan 20	"Huang X, Zhang W, Yang N, Zhang Y, Qin T, Ruan H, Zhang Y, Tian C, Mo X, Tang W, Liu J, Zhang B"	Identification of HSP90B1 in pan-cancer hallmarks to aid development of a potential therapeutic target.	Molecular cancer	doi: 10.1186/s12943-023-01920-w
38243238	2024 Jan 20	"Hu Y, Sun H, Shi W, Chen C, Wu X, Jiang Y, Zhang G, Li N, Song J, Zhang H, Shen B, Zeng H, Zhang H"	Immunogram defines four cancer-immunity cycle phenotypes with distinct clonal selection patterns across solid tumors.	Journal of translational medicine	doi: 10.1186/s12967-023-04765-5
38242493	2024 Feb 15	"Yadav G, Kulshreshtha R"	"Pan-cancer analyses identify MIR210HG overexpression, epigenetic regulation and oncogenic role in human tumors and its interaction with the tumor microenvironment."	Life sciences	doi: 10.1016/j.lfs.2024.122438
38241813	2024 Feb 12	"Satoh S, Miyake K, Adachi Y, Masuhiro K, Futami S, Naito Y, Shiroyama T, Koyama S, Yamaguchi Y, Konaka H, Takamatsu H, Okuzaki D, Nagatomo I, Takeda Y, Kumanogoh A"	"Cancer-associated SNRPD3 mutation confers resistance to hypoxia, which is attenuated by DRP1 inhibition."	Biochemical and biophysical research communications	doi: 10.1016/j.bbrc.2024.149511
38239349	2023	"Liu Y, Zhu J, Shen J, Lu Y, Pan K, Tong C, Wang Y"	A pan-cancer analysis of the prognostic implication and oncogenic role of tubulin epsilon and delta complex 2 (TEDC2) in human tumors.	Frontiers in immunology	doi: 10.3389/fimmu.2023.1272108
38238581	2024 Jan 18	"Xu R, Wang Y, Kuang Y"	Multi-omic analyses of m5C readers reveal their characteristics and immunotherapeutic proficiency.	Scientific reports	doi: 10.1038/s41598-024-52110-7
38235873	2024 Jan	"Yan X, Huan J"	CSK may be a potential prognostic biomarker reflecting the immune status of gastric cancer.	European review for medical and pharmacological sciences	doi: 10.26355/eurrev_202401_34907
38235421	2024 Feb	"Wang Y, Gong J, Wang A, Wei J, Peng Z, Wang X, Zhou J, Qi C, Liu D, Li J, Lu M, Lu Z, Cao Y, Yuan J, Zhang R, Fang J, Zhang X, Shen L"	"Disitamab vedotin (RC48) plus toripalimab for HER2-expressing advanced gastric or gastroesophageal junction and other solid tumours: a multicentre, open label, dose escalation and expansion phase 1 trial."	EClinicalMedicine	doi: 10.1016/j.eclinm.2023.102415
38235352	2023 Dec 20	"Qiu J, Zhou T, Wang D, Hong W, Qian D, Meng X, Liu X"	Pan-cancer Analysis Identifies AIMP2 as a Potential Biomarker for Breast Cancer.	Current genomics	doi: 10.2174/0113892029255941231014142050
38234609	2024 Feb	"Fu J, He J, Zhang L, Cheng J, Zhang P, Wei C, Fu J, Li D"	Comprehensive analysis and immunohistochemistry localization of NRP1 expression in pancancer and normal individual tissues in relation to SARS‑CoV�? susceptibility.	Experimental and therapeutic medicine	doi: 10.3892/etm.2023.12340
38232915	2024 Mar	"Feng Z, Cui G, Tan J, Liu P, Chen Y, Jiang Z, Han Y, Zeng S, Shen H, Cai C"	Immune infiltration related CENPI associates with the malignant features and drug resistance of lung adenocarcinoma.	Biochimica et biophysica acta. Molecular basis of disease	doi: 10.1016/j.bbadis.2024.167017
38228620	2024 Jan 16	"Hu C, Mi W, Li F, Zhu L, Ou Q, Li M, Li T, Ma Y, Zhang Y, Xu Y"	Optimizing drug combination and mechanism analysis based on risk pathway crosstalk in pan cancer.	Scientific data	doi: 10.1038/s41597-024-02915-y
